timesteps,ep_rew_mean,ep_len_mean
51,-8.1,50.0
52,-8.1,50.0
53,-8.1,50.0
54,-8.1,50.0
55,-8.1,50.0
56,-8.1,50.0
57,-8.1,50.0
58,-8.1,50.0
59,-8.1,50.0
60,-8.1,50.0
61,-8.1,50.0
62,-8.1,50.0
63,-8.1,50.0
64,-8.1,50.0
65,-8.1,50.0
66,-8.1,50.0
67,-8.1,50.0
68,-8.1,50.0
69,-8.1,50.0
70,-8.1,50.0
71,-8.1,50.0
72,-8.1,50.0
73,-8.1,50.0
74,-8.1,50.0
75,-8.1,50.0
76,-8.1,50.0
77,-8.1,50.0
78,-8.1,50.0
79,-8.1,50.0
80,-8.1,50.0
81,-8.1,50.0
82,-8.1,50.0
83,-8.1,50.0
84,-8.1,50.0
85,-8.1,50.0
86,-8.1,50.0
87,-8.1,50.0
88,-8.1,50.0
89,-8.1,50.0
90,-8.1,50.0
91,-8.1,50.0
92,-8.1,50.0
93,-8.1,50.0
94,-8.1,50.0
95,-8.1,50.0
96,-8.1,50.0
97,-8.1,50.0
98,-8.1,50.0
99,-8.1,50.0
100,-8.1,50.0
101,-8.1,50.0
102,-8.1,50.0
103,-8.1,50.0
104,-8.1,50.0
105,-8.1,50.0
106,-8.1,50.0
107,-8.1,50.0
108,-8.1,50.0
109,-8.1,50.0
110,-8.1,50.0
111,-8.1,50.0
112,-8.1,50.0
113,-8.1,50.0
114,-8.1,50.0
115,-8.1,50.0
116,-8.1,50.0
117,-8.1,50.0
118,-8.1,50.0
119,-8.1,50.0
120,-8.1,50.0
121,-8.1,50.0
122,-8.1,50.0
123,-8.1,50.0
124,-8.1,50.0
125,-8.1,50.0
126,-8.1,50.0
127,-8.1,50.0
128,-8.1,50.0
129,-8.1,50.0
130,-8.1,50.0
131,-8.1,50.0
132,-8.1,50.0
133,-8.1,50.0
134,-8.1,50.0
135,-8.1,50.0
136,-8.1,50.0
137,-8.1,50.0
138,-8.1,50.0
139,-8.1,50.0
140,-8.1,50.0
141,-8.1,50.0
142,-8.1,50.0
143,-8.1,50.0
144,-8.1,50.0
145,-8.1,50.0
146,-8.1,50.0
147,-8.1,50.0
148,-8.1,50.0
149,-8.1,50.0
150,-8.1,50.0
151,-8.1,50.0
152,-8.1,50.0
153,-8.1,50.0
154,-8.1,50.0
155,-8.1,50.0
156,-8.1,50.0
157,-8.1,50.0
158,-8.1,50.0
159,-8.1,50.0
160,-8.1,50.0
161,-8.1,50.0
162,-8.1,50.0
163,-8.1,50.0
164,-8.1,50.0
165,-8.1,50.0
166,-8.1,50.0
167,-8.1,50.0
168,-8.1,50.0
169,-8.1,50.0
170,-8.1,50.0
171,-8.1,50.0
172,-8.1,50.0
173,-8.1,50.0
174,-8.1,50.0
175,-8.1,50.0
176,-8.1,50.0
177,-8.1,50.0
178,-8.1,50.0
179,-8.1,50.0
180,-8.1,50.0
181,-8.1,50.0
182,-8.1,50.0
183,-8.1,50.0
184,-8.1,50.0
185,-8.1,50.0
186,-8.1,50.0
187,-8.1,50.0
188,-8.1,50.0
189,-8.1,50.0
190,-8.1,50.0
191,-8.1,50.0
192,-8.1,50.0
193,-8.1,50.0
194,-8.1,50.0
195,-8.1,50.0
196,-8.1,50.0
197,-8.1,50.0
198,-8.1,50.0
199,-8.1,50.0
200,-8.1,50.0
201,-8.1,50.0
202,-8.1,50.0
203,-8.1,50.0
204,-8.1,50.0
205,-8.1,50.0
206,-8.1,50.0
207,-8.1,50.0
208,-8.1,50.0
209,-8.1,50.0
210,-8.1,50.0
211,-8.1,50.0
212,-8.1,50.0
213,-8.1,50.0
214,-8.1,50.0
215,-8.1,50.0
216,-8.1,50.0
217,-8.1,50.0
218,-8.1,50.0
219,-8.1,50.0
220,-8.1,50.0
221,-8.1,50.0
222,-8.1,50.0
223,-8.1,50.0
224,-8.1,50.0
225,-8.1,50.0
226,-8.1,50.0
227,-8.1,50.0
228,-8.1,50.0
229,-8.1,50.0
230,-8.1,50.0
231,-8.1,50.0
232,-8.1,50.0
233,-8.1,50.0
234,-8.1,50.0
235,-8.1,50.0
236,-8.1,50.0
237,-8.1,50.0
238,-8.1,50.0
239,-8.1,50.0
240,-8.1,50.0
241,-8.1,50.0
242,-8.1,50.0
243,-8.1,50.0
244,-8.1,50.0
245,-8.1,50.0
246,-8.1,50.0
247,-8.1,50.0
248,-8.1,50.0
249,-8.1,50.0
250,-8.1,50.0
251,-7.62,50.0
252,-7.62,50.0
253,-7.62,50.0
254,-7.62,50.0
255,-7.62,50.0
256,-7.62,50.0
257,-7.62,50.0
258,-7.62,50.0
259,-7.62,50.0
260,-7.62,50.0
261,-7.62,50.0
262,-7.62,50.0
263,-7.62,50.0
264,-7.62,50.0
265,-7.62,50.0
266,-7.62,50.0
267,-7.62,50.0
268,-7.62,50.0
269,-7.62,50.0
270,-7.62,50.0
271,-7.62,50.0
272,-7.62,50.0
273,-7.62,50.0
274,-7.62,50.0
275,-7.62,50.0
276,-7.62,50.0
277,-7.62,50.0
278,-7.62,50.0
279,-7.62,50.0
280,-7.62,50.0
281,-7.62,50.0
282,-7.62,50.0
283,-7.62,50.0
284,-7.62,50.0
285,-7.62,50.0
286,-7.62,50.0
287,-7.62,50.0
288,-7.62,50.0
289,-7.62,50.0
290,-7.62,50.0
291,-7.62,50.0
292,-7.62,50.0
293,-7.62,50.0
294,-7.62,50.0
295,-7.62,50.0
296,-7.62,50.0
297,-7.62,50.0
298,-7.62,50.0
